Index,Activation,Critical accuracy,Critical error,Lambda,Nodes,Regularization,Sample size,Test accuracy,Test error,Train accuracy,Train error
9,sigmoidsigmoid,66.66666666666667,0.3332085565801654,0.001,10.0,,5000.0,54.003750000000004,0.34502431295726976,54.1,0.3448815975435943
43,sigmoidsigmoid,66.66666666666667,0.37853140460803764,0.01,100.0,l1,5000.0,54.003750000000004,0.3877773710316781,54.1,0.3877070930449782
23,sigmoidsigmoidsigmoid,66.66666666666667,0.33258629386403143,0.1,50.0,,5000.0,54.003750000000004,0.34504206608752586,54.1,0.34494652751219457
25,sigmoidsigmoidsigmoid,66.66666666666667,0.33467798134488863,0.01,100.0,,5000.0,54.003750000000004,0.3449725660612713,54.1,0.34485742159706817
35,sigmoid,66.66666666666667,4.338812607918646,0.1,100.0,l1,5000.0,54.003750000000004,4.351417009023317,54.1,4.351321235925608
42,sigmoidsigmoid,66.66666666666667,3.260739455477146,0.001,100.0,l1,5000.0,54.003750000000004,3.2707914951577735,54.1,3.2705252120426023
41,sigmoidsigmoid,66.66666666666667,2.40376573008585,0.1,50.0,l1,5000.0,54.003750000000004,2.4144591102769524,54.1,2.414377830288684
39,sigmoidsigmoid,66.66666666666667,1.750110462106671,0.001,50.0,l1,5000.0,54.003750000000004,1.7613262208450593,54.1,1.7612124394871143
38,sigmoidsigmoid,66.66666666666667,0.7337726012261392,0.1,10.0,l1,5000.0,54.003750000000004,0.7456172327940012,54.1,0.7455272025143871
37,sigmoidsigmoid,66.66666666666667,0.3374995685276912,0.01,10.0,l1,5000.0,54.003750000000004,0.34905310720189375,54.1,0.34896528951129235
36,sigmoidsigmoid,66.66666666666667,0.6088747850067883,0.001,10.0,l1,5000.0,54.003750000000004,0.6205933764402695,54.1,0.6205071656184203
34,sigmoid,66.66666666666667,0.375857033814937,0.01,100.0,l1,5000.0,54.003750000000004,0.3849363455124236,54.1,0.3848673395171382
32,sigmoid,66.66666666666667,2.338081833604833,0.1,50.0,l1,5000.0,54.003750000000004,2.349710282359036,54.1,2.349621948132307
31,sigmoid,66.66666666666667,0.3538750037851123,0.01,50.0,l1,5000.0,54.003750000000004,0.3651881590259586,54.1,0.3651021817396798
29,sigmoid,66.66666666666667,0.7338030820580297,0.1,10.0,l1,5000.0,54.003750000000004,0.7458386661740811,54.1,0.7457471181413045
28,sigmoid,66.66666666666667,0.3375906942292422,0.01,10.0,l1,5000.0,54.003750000000004,0.3490149922503865,54.1,0.3489281584999509
26,sigmoidsigmoidsigmoid,66.66666666666667,0.3321190814276706,0.1,100.0,,5000.0,54.003750000000004,0.3450724672853735,54.1,0.3449689705885247
80,sigmoidsigmoidsigmoid,66.66666666666667,1.3041811073556548,0.1,100.0,l2,5000.0,54.003750000000004,1.3156720691828887,54.1,1.3155847534279699
3,sigmoid,66.48666666666666,0.3313958759190497,0.001,50.0,,5000.0,65.57625,0.3423677079592424,67.76,0.3353118016392553
60,sigmoid,65.54666666666667,0.5902326539659479,0.001,100.0,l2,5000.0,69.52125,0.5964088956208469,74.96000000000001,0.5796699164593615
4,sigmoid,64.96000000000001,0.3332724072298311,0.01,50.0,,5000.0,66.73375,0.34231337887539204,70.74,0.331081675353821
